,precision,recall,f1-score,support
CT,0.9342105263157895,0.9342105263157895,0.9342105263157895,76.0
PCM,0.9333333333333333,0.875,0.9032258064516129,48.0
PDLC,0.8947368421052632,0.9444444444444444,0.918918918918919,54.0
accuracy,0.9213483146067416,0.9213483146067416,0.9213483146067416,0.9213483146067416
macro avg,0.9207602339181288,0.9178849902534113,0.9187850838954404,178.0
weighted avg,0.9219988172678888,0.9213483146067416,0.9212160692769608,178.0
