,precision,recall,f1-score,support
CT,0.9733333333333334,0.9605263157894737,0.9668874172185431,76.0
PCM,0.9574468085106383,0.9375,0.9473684210526315,48.0
PDLC,0.9107142857142857,0.9444444444444444,0.9272727272727272,54.0
accuracy,0.949438202247191,0.949438202247191,0.949438202247191,0.949438202247191
macro avg,0.9471648091860857,0.947490253411306,0.9471761885146339,178.0
weighted avg,0.9500525369124462,0.949438202247191,0.9496059280441733,178.0
