,precision,recall,f1-score,support
CT,0.9671052631578947,0.9735099337748344,0.9702970297029703,151.0
PCM,0.97,0.9603960396039604,0.9651741293532339,101.0
PDLC,0.9519230769230769,0.9519230769230769,0.9519230769230769,104.0
accuracy,0.9634831460674157,0.9634831460674157,0.9634831460674157,0.9634831460674157
macro avg,0.9630094466936572,0.9619430167672904,0.962464745326427,356.0
weighted avg,0.9634912773506801,0.9634831460674157,0.9634759509826548,356.0
