,precision,recall,f1-score,support
CT,0.9736842105263158,0.9801324503311258,0.976897689768977,151.0
PCM,0.9690721649484536,0.9306930693069307,0.9494949494949495,101.0
PDLC,0.9345794392523364,0.9615384615384616,0.9478672985781991,104.0
accuracy,0.9606741573033708,0.9606741573033708,0.9606741573033708,0.9606741573033708
macro avg,0.9591119382423686,0.9574546603921728,0.9580866459473752,356.0
weighted avg,0.9609518711559285,0.9606741573033708,0.9606425283883092,356.0
