,precision,recall,f1-score,support
CT,0.930379746835443,0.9735099337748344,0.9514563106796117,151.0
PCM,0.9888888888888889,0.8811881188118812,0.9319371727748691,101.0
PDLC,0.9351851851851852,0.9711538461538461,0.9528301886792453,104.0
accuracy,0.9466292134831461,0.9466292134831461,0.9466292134831461,0.9466292134831461
macro avg,0.951484606969839,0.9419506329135205,0.945407890711242,356.0
weighted avg,0.9483830865426655,0.9466292134831461,0.9463199353525973,356.0
