,precision,recall,f1-score,support
CT,0.961038961038961,0.9736842105263158,0.9673202614379085,76.0
PCM,0.9591836734693877,0.9791666666666666,0.9690721649484536,48.0
PDLC,0.9615384615384616,0.9259259259259259,0.9433962264150944,54.0
accuracy,0.9606741573033708,0.9606741573033708,0.9606741573033708,0.9606741573033708
macro avg,0.9605870320156035,0.9595922677063028,0.9599295509338188,178.0
weighted avg,0.9606901926324077,0.9606741573033708,0.9605348315349547,178.0
