,precision,recall,f1-score,support
CT,0.9615384615384616,0.9868421052631579,0.974025974025974,76.0
PCM,0.9215686274509803,0.9791666666666666,0.9494949494949495,48.0
PDLC,1.0,0.9074074074074074,0.9514563106796117,54.0
accuracy,0.9606741573033708,0.9606741573033708,0.9606741573033708,0.9606741573033708
macro avg,0.961035696329814,0.9578053931124106,0.9583257447335117,178.0
weighted avg,0.9624281864863491,0.9606741573033708,0.9605638897664641,178.0
