,precision,recall,f1-score,support
CT,0.961038961038961,0.9736842105263158,0.9673202614379085,76.0
PCM,0.94,0.9791666666666666,0.9591836734693877,48.0
PDLC,0.9803921568627451,0.9259259259259259,0.9523809523809523,54.0
accuracy,0.9606741573033708,0.9606741573033708,0.9606741573033708,0.9606741573033708
macro avg,0.9604770393005687,0.9595922677063028,0.9596282957627494,178.0
weighted avg,0.9612367275817374,0.9606741573033708,0.9605939754178824,178.0
