,precision,recall,f1-score,support
CT,0.9487179487179487,0.9736842105263158,0.961038961038961,76.0
PCM,0.94,0.9791666666666666,0.9591836734693877,48.0
PDLC,0.98,0.9074074074074074,0.9423076923076923,54.0
accuracy,0.9550561797752809,0.9550561797752809,0.9550561797752809,0.9550561797752809
macro avg,0.9562393162393162,0.9534194282001299,0.9541767756053471,178.0
weighted avg,0.9558571016997983,0.9550561797752809,0.9548561390455451,178.0
