,precision,recall,f1-score,support
CT,0.9090909090909091,0.9210526315789473,0.9150326797385621,76.0
PCM,0.9318181818181818,0.8541666666666666,0.8913043478260869,48.0
PDLC,0.8947368421052632,0.9444444444444444,0.918918918918919,54.0
accuracy,0.9101123595505618,0.9101123595505618,0.9101123595505618,0.9101123595505618
macro avg,0.9118819776714514,0.9065545808966862,0.908418648827856,178.0
weighted avg,0.9108650072576744,0.9101123595505618,0.909812999873059,178.0
