,precision,recall,f1-score,support
CT,0.9605263157894737,0.9605263157894737,0.9605263157894737,76.0
PCM,0.9215686274509803,0.9791666666666666,0.9494949494949495,48.0
PDLC,0.9607843137254902,0.9074074074074074,0.9333333333333333,54.0
accuracy,0.949438202247191,0.949438202247191,0.949438202247191,0.949438202247191
macro avg,0.9476264189886482,0.9490334632878493,0.947784866205919,178.0
weighted avg,0.9500991407799075,0.949438202247191,0.9493020088525707,178.0
