,precision,recall,f1-score,support
CT,0.9736842105263158,0.9736842105263158,0.9736842105263158,76.0
PCM,0.9183673469387755,0.9375,0.9278350515463918,48.0
PDLC,0.9433962264150944,0.9259259259259259,0.9345794392523364,54.0
accuracy,0.949438202247191,0.949438202247191,0.949438202247191,0.949438202247191
macro avg,0.9451492612933953,0.945703378817414,0.9453662337750147,178.0
weighted avg,0.9495788139296424,0.949438202247191,0.9494571471564772,178.0
